url	passage	tokenid	token	form	lexeme
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.0	ceruum	noun: masculine accusative singular	ls.n7611:cervus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.1	ferocem	adjective: masculine accusative singular positive	ls.n17971:ferox
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.1	ferocem	adjective: feminine accusative singular positive	ls.n17971:ferox
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.2	in	uninflected preposition	ls.n22111:in1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.3	Arcadia		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.4	cum	uninflected preposition	ls.n11872:cum1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.5	cornibus	noun: neuter dative plural	ls.n11216:cornu
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.5	cornibus	noun: neuter ablative plural	ls.n11216:cornu
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: masculine dative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: masculine ablative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: feminine dative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: feminine ablative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: neuter dative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.6	aureis	adjective: neuter ablative plural positive	ls.n4547:aureus
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.7	uiuum		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.8	in	uninflected preposition	ls.n22111:in1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.9	conspectu	supine: ablative	ls.n10586:conspicio1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.10	Eurysthei		ls.null
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.11	regis	noun: masculine accusative plural	ls.n41625:rex1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.11	regis	noun: masculine genitive singular	ls.n41625:rex1
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.12	adduxit	finite verb: third singular perfect indicative active	ls.n743:adduco
https://lingualatina.github.io/texts/browsable/hyginus/30pr/	30pr.5	30pr.5.12_0	.		ls.null
